,category,text,postid,pred_category,pred_category_text
2479,0,Dependable laborer/ Project Assistant (Chicago) Dependable laborer available for any shift. Ready to start immediately. Mainly interested in construction/remodeling but open to learning new trades and skills.  Experience in Chimney sweeping and dryer vent cleaning.  Construction and remodeling  Surveillance camera and sound system installation  Cable/fiber optic burial and connection  Property management/maintenance  And much more...,7392655777,1,general labor
2504,0,"Founder of THINGS TO DO IN CHICAGO (Chicago) Hello, I\'m Edgar and I am the founder of instagram account Things To Do in Chicago. https://www.instagram.com/thingstodoinchicago/  I am looking to work for a business as a social media manager with monthly reports.   If you would like me to elevate your online presence via Instagram and facebook, please contact me.",7405360532,1,general labor
2520,0,"dependable,very hard working young man needing work please just only need 1 chan (Chicago) Good evening 40 yr old hard working young man needing work willing to good above and beyond I\'m experienced in painting,cleaning,laying vct tile, security or just companionship please contact me if you needing any kind of help only needs 1 chance to show my dedication thank you and god bless please text or call  show contact info  Marcus",7406374419,1,general labor
2530,0,"Job wanted (Hanover Park) My name is Haley. I am 25, currently seeking employment. I have experience in a few different kinds of atmospheres. I have customer service, sales, cash handling, dispatch (light), serving (light), and some team lead experience.  I work very well on nights and weekends but am open to most shifts.   I decided to make a post here due to the fact that it seems like no employer is actually hiring when they say they are. I figured if my experience stood out, or was acceptable for a position you need filled, then you will reach out to me.   I\'m a very quick learner and wouldn\'t mind learning something new as well. I am looking for an employer I can work with for the next 5-10 years at least. I work well independently as well as in a group setting.   If anything here pleases you, do not hesitate to reach out and request a copy of my resume. Please include the shift times you are looking to fill.. I am located in the NW Suburbs sort of between elgin and Schaumburg.",7405862569,5,food/beverage/hospitality
2573,0,"Need a WordPress Expert? Are you looking for a WordPress expert or guru? I would love to help.   * I\'m local! I\'m happy to meet in person, but happy to meet you virtually / work with anyone anywhere. * I\'ve been working with WordPress since 2000. I\'m an expert, yet, I\'m a great teacher and can make it easy to understand. * I thrive on building deep, trusting relationships, which allow me to help people make sense of complex things, like technology, and succeed.  Please don\'t hesitate to contact me. I love to chat and help.    ================================================",7406412541,19,retail/wholesale
2576,0,"Italian caregiver available (Chicago , IL) Hello, Italian speaking caregiver seeking employment 5 days per week near Chicago IL  Seeking to obtain position with Italian speaking patient,  Have 3 years experience taking care of elderly patients.  Speak fluent Italian, Ukrainian, Russian, I have no car.   if interested then provide job detail. I will review your offer and let you know. Letters of recommendations available upon one-on-one interview.                Keywords; Italian family, Italian caregiver, Italian senior care services, Italian in home elder seniors care, reliable, affordable, local Italian speaking caregiver, private duty.",7400046160,9,healthcare
2582,0,Experienced Carpenter (Crestwood) Carpenter with 30+ years of experience looking for side worj,7404282434,6,skilled trades/artisan
2586,0,"Sales or Improve Customer Services for $6/hr (chicago) To enhance sales or improve customer service, we offer telemarketing services, appointment setting, recruitment outbound, inbound calls, and lead generation. We are based in Canada and have been providing services to businesses in the United States and Canada since 2000. My team works hard 24/7 to guarantee that our clients meet their goals, and we are known in the market for delivering the best at cheap pricing of $6US per hour.",7406886670,2,customer service
2601,0,"Remote Drafting Services (DNA) I Render 4 U - Elgin, Illinois - Architectural, Drafting, Rendering Services (LUMION Presentation Services)  Point cloud to Revit/Cad asbuilt services.   Family creation services. We can take your equipment and model it, schedule it and quantify it in whichever format suits you.    Outsource your tedious work and Focus on what\'s important.   20 years experience, residential, multi residential, commercial, business, municipal and government.  Recent experience: Starbucks McDonalds Strip Malls Multi Family Residential Commercial / Business Grocery Stores Big Box Stores  Existing conditions survey services delivered in Cad or Revit formats,\xc2\xa0 space plans, BOMA calculated plans, fully quantified models with scheduled families. Proprietary family creation of your entire product line.  Lumion Visualization Software Revit 2018 thru 2022 AutoCad Sketch Up 3D Max Photoshop  Plans, elevations, details, site plans.  3D models, construction docs and photo realistic renderings / animation work.",7387514481,5,food/beverage/hospitality
2603,0,Job wanted Willing to submit resume,7393881522,5,food/beverage/hospitality
2611,0,"24 year old homeless man seeking Work for Housing I recently became homeless and I\xe2\x80\x99ve been on the streets for 4 days now. I\xe2\x80\x99m seeking an arrangement where I can exchange work for housing. I work hard, I learn fast etc. I just need help.",7403822044,5,food/beverage/hospitality
2619,0,"Board ups,Drywall, tile, painting and much more (Chicago and surrounding cities) We specialize in all size contracts, guaranteed to get the job done correctly and ahead of schedule. We do board ups, drywall, tile placement,  water removal,  duct work , painting and much more for residential and commercial. Professional work at budgeted prices. We work all of Chicago and surrounding surburbs",7398882240,5,food/beverage/hospitality
2639,0,"Caregiver available Caregiver with years of experience available immediately to help you at home and assist with all your basic activities of daily living to include, cooking, light housekeeping, meal preparation, accompany to outings, and more.  Vaccinated. Excellent references. State certified. Drives.",7402309123,9,healthcare
2640,0,"Caring-Patient Caregiver Caring and patient caregiver available for immediate work, come and go, full or part time. Assist with activities of daily living, meal preparation, light housekeeping, shopping and errands, and companionship care. Excellent references. State certified. Vaccinated. Drives.",7402773423,9,healthcare
2677,0,"Part-time personal secretary/assistant (Chicago) 63-year-old highly-educated (Northwestern and Johns Hopkins), traveled and experienced man seeks supplemental income as a personal assistant to an individual or small business. I am looking for approximately 15-20 hours per week.  As to what the job will entail, that depends largely on you. I retired four years ago after 20 years as a legal secretary. In the remoter past I assisted a surgeon at Northwestern Hospital for five years, chauffeured and worked in the office of an international real estate developer for four, and along the way worked as a copyeditor, bouncer, proofreader, waiter (in The Walnut Room at Marshall Fields), grant coder, telephone surveyor and petsitter. I was also a Jeopardy champion in 1997.  PC and Mac experience, internet research, transcription, dictation, copyediting, proofreading. Can also help with household chores, cooking, shopping, organizing, errands. Available immediately, flexible hours. Remote work welcome as well.",7400238500,1,general labor
2688,0,"Seeking Work From Home Position (Anywhere) 55 year old professional guy here who has 9 years of telecommuting experience and I have worked in the transportation, distribution and service industries. I have over 20 years experience as an operations manager and I know how to manage a business.  Feeling overwhelmed or short staffed? Do you need an assistant?   I have a complete and quiet home office complete with 2 computer monitors for multi-tasking, 2 VOIP phone lines and I also have eFax. I can answer your phones and emails, send faxes, schedule appointments, update your Wordpress web site, do your online research, I can do almost anything in Quickbooks and Freshbooks. I have very strong computer and communication skills and I\'m also a very good problem solver. I\'m available part time or full time as an employee or 1099 contractor.  I\'m not interested in ANY cold calling, sales, telemarketing or commission positions.  Thanks for reading!  telework, telecommute, home office, remote work, work remotely,",7405358107,12,sales
2691,0,"Wanted: NON-CDL driving employment only (Elgin) 30-year experienced, all-weather driving, local and OTR (over-the-road) tractor-trailer operator is seeking a NON-CDL employment opportunity with specific criterion, that being, of an out-and-back trip to the state Michigan, either dedicated or random trips only, with quarters(domicile) in relative proximity to the Elgin, Illinois area.  This criterion is quite rigid with little-to-no room for flexibility. Thank you for your time.  Any intriguing inquiries will be promptly followed up, should they meet this specific criteria.",7397834393,3,transportation
2715,0,"Immigrant in need of a Job (Chicago) Hi there, i\'m an immigrant who is in need of a job, i just recently moved to chicago not quite long, I\'m still in the process of filing for my adjustment of status which means I have to wait for some months to get my social security and work authorization in order, I know this can be a snag in getting employed, I\'m very hardworking, I love people, I love learning new things. I\'m willing to take on any job as long as it is legal.",7405841342,1,general labor
2741,0,Delivery driver (Chicago) I\'m a food delivery driver looking for work I am fast and reliable.  I like to work so I\'m afraid to do other work . I\'ve been working in the kitchen for over 25 years.  I\'m just looking for something to do with my unbusy time .  I only do cash \xf0\x9f\x92\xb8 so if u need a real good reliable worker and your willing to pay cash please call me at  show contact info  my name is Julio rodriguez,7405113166,1,general labor
2756,0,"Warehouse Manager Hello , Im looking for a full time position with chance to grow. I\'m 27 years old I have all types of warehouse work experience, 8+ years from loading and unloading semi trailers with fork lyfts or pallet jacks, I have experience with managing Products and stocking and scanning. I consider myself a team player always ready to work and making sure it\'s done right I don\'t like to cut corners. I also have experience with shipping and receiving with all types of programs also know how to ship with LTL freight carriers and customer service. I got into the gig economy 2 years ago did great but it also comes with a lot of other responsibilities I just want to get back into the field where I can go to work and be done at the end of the day with no worries of slow work. Thank you for your consideration.",7404276617,3,transportation
2758,0,"OTR Truck Dispatch Service (Palos Hills) We  offer dispatch service for reefer and dry van truck owners with their own MC! Work with DOT, TruckStop have regular brokers!  Over 10 years experience not just by computer and phone, but driving truck as well. Will search for a loads accordingly to your preferences, will take care of detention, TONU, appointments, layovers, lumpers. Will do all set up with brokers, also can help with IFTA filing and all other paperwork.",7403703742,3,transportation
2766,0,"seeking gig/ part time work that pays cash (chicago) looking for side jobs and gig work that pays cash.  hardworking guy here. available some days and most nights. open to assembly, construction, demo, moving stuff,  landscaping, yard work or manual labor.",7405051845,5,food/beverage/hospitality
2772,0,Professional Painter available. (Wheaton.......Dupage.....beyond..) Interior.......Exterior.... Residential......Commercial... .Drywall repair.....repaints.. .New construction..( from all prep.to finish).. Epoxy floors..... (....garage...basements...).... references.......clean..... Spray. brush. roll...\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,7400395612,1,general labor
2774,0,"Looking for Immediate work(Local or home) (Riverside) Looking for immediate work office or home (Riverside)  available afternoons available evenings available mornings available overnight available weekdays education completed: bachelors  Hello, Driven, hard working individual looking for non-labor position. Experience shows on resume. Anything in or near Riverside or the Metra Line, or even from home. Available 5 days a week any hours. Resume Below:   Experienced individual with background in office management, customer service, and machine work. Punctual, focused on meeting goals and tasks at hand. Learns fast and takes work seriously.  Education New England College | BA Major Communications/ Minor Environmental Science | May 1999 Hall\xe2\x80\x99s International NAUI Scuba Instructor School | Scuba Instructor + Deep Tech + Rebreather | Aug 2001 Hinsdale Central High School | Diploma | May 1995 Skills & Abilities  * Communication Answering Questions & Explaining Products to Customers, Order Processing, Positive Attitude, Flexibility, Team Building, Teamwork, Outgoing, ability to analyze and recognize patterns.  * Customer Service -Customer Satisfaction/Greeting/Service, Recommending Products, Solving Complaints. respectful and professional.  * Information Technology (IT) - SAP & ERP Systems, Microsoft Excel/Word/Outlook, Software Tech learn quickly.  * Attention to Detail Well Organized, Proper Time Management.   Experience Rockwell Landscaping 2013-Present Operating heavy machinery, tree removal, property design, stone work, leaf removal, snow removal.  Lexus Westmont 2010-2013 Managed the loaner car office, handled all customer needs from the loaner perspective. Delivered owned and loaned vehicles to customers. made sure that all loaners were detailed and ready to be assigned.  Ed Napleton Porsche 2008-2010 Managed imports from Germany, controlled and organized the lot, created, structured and managed the website and all listings, including pictures of new vehicle arrivals. Also worked as a detailer and delivered owned and loaned vehicles to customers.  Advantage Mortgage Chicago 2003-2008 - Loan Executive, Financial Advisor - Refinanced clients into a better financial situation. - Established positive trusting rapport with client, gathered all necessary documents from client. - Met with multiple bank representatives to find the best financial solutions. - Worked on each loan for 3 weeks to 1 month, found solutions to setbacks, closed the deals.  Cingular Wireless, Nextel, LA Tan 2001-2003 - Managed multiple stores solo without issue. - Customer service, troubleshooting, sales and activation. - Restocking supplies, taking in orders. - Ensuring correct orders placed and prepared Molex Inc. 1995(summers)-1999(fulltime)-2001 Started with data entry, then fiber optic design during college summers. Then went full time after college as an inside sales representative. Was assigned to handle Molex\xe2\x80\x99s largest distributer, Avnet. Was responsible for communicating with Avnet\xe2\x80\x99s main rep, and the customers to ensure that orders were shipped and delivered on time via the customer\xe2\x80\x99s specific needs. Expedited and monitored all orders successfully using SAP, in a high stress, deadline oriented environment. Summary Experienced in retail and corporate industry with strengths in customer service, marketing and negotiations. Main strength is managing accounts and customer interaction. The best positions I had were Mortgage, Lot management at Porsche, Managing my Avnet account at Molex, and managing the Loaner Car office at Lexus. Sense of humor, outgoing, personable, well respected amongst peers. Punctual, Fast learning, Hard Working. Looking to build a stable career anywhere I am placed I excel and the higher the level, the higher the stakes, the further I succeed. Can be a trusted and loyal assistant to a CEO, or any higher up individual. Please contact me if interested.",7403386697,2,customer service
2775,0,"Saxophone teacher-technique/composing/producing and more (Chicago) My name is Manuel Canchola. I am a professional saxophonist. I\'m originally from Chicago but I currently live in NYC. I will be in Chicago for the entire month of December 2021 giving lessons. I studied at The New School for Jazz and Contemporary Music in Manhattan and studied with legends such as: Reggie Workman, Lee Konitz, Dave Glasser, Jaleel Shaw, TimKonica, and more!  I have a lot of knowledge to share. I also have a lot of experience running my own band. I\'d be happy to give pro advice.",7393707322,1,general labor
2776,0,"labor/Helper -- Cash (Chicago) Demo, moving help, clean ups, light landscaping, warehouse etc.  Handy with tool, able to lift 75 lbs, experienced worker.  Rate hourly or per job.  Please call or text.",7393763302,1,general labor
2786,0,"Professional Cleaner (Elmwood Park) Hello, I am 26 years of age with over 8 years of cleaning experience. If you need mopping,vacuuming,dusting,office cleaning,residential cleaning, I will take care of it for you. I pay very close attention to detail and leave everything spotless. I have a clean record. I am a very trustworthy individual that always executes every task/job given. Please feel free to reach out to me and I will be more than happy to be at your service. Thank you for your time.  Best,",7393857639,1,general labor
2816,0,"Seeking a position that best suites my experience. (Chicago) REGIS ROSARIO IV                                                                              CHICAGO, IL                                                                     Objective   To obtain a position in which my people skills and experience in problem-solving, mentoring a sales team, providing customer support and initiating expanded customer services will help contribute to the success of the company.  Competencies   \xe2\x9d\x8f Approachability  \xe2\x9d\x8f Learning on the fly  \xe2\x9d\x8f Analytical ability  \xe2\x9d\x8f Drive for results  \xe2\x9d\x8f Communication skills  \xe2\x9d\x8f Peer Relationships  \xe2\x9d\x8f Organizational Agility   Professional Accomplishments   Casper Sleep, Supervisor October 2017-June 2021   \xe2\x9d\x8f Assisting clients to achieve the best sleep possible with overall Casper product knowledge and purpose.  \xe2\x9d\x8f Overall top sales specialist since opening day.  \xe2\x9d\x8f Assisting fellow peers with proper customer service and sales tactics by giving in the moment feedback.  \xe2\x9d\x8f Following up with clients via email to ensure they had an outstanding experience and complete understanding of our products and services.  \xe2\x9d\x8f Conducting one on ones with all specialists and in regards to KPI\xe2\x80\x99s to improve overall performance.  \xe2\x9d\x8f Conduct all closing EOD sales reports and weekly store performance reports. Analyzed store data to recognize areas of improvements and achievements. \xe2\x9d\x8f Understand all BOH duties and processes. (Inventory count, Allocation and transfers)  \xe2\x9d\x8f Assisted with marketing ideas and execution.    Bed Bath and Beyond, Sales Floor Specialist June 2006 - September 2017  \xe2\x9d\x8f Assisting customers with product knowledge, direction and bridal registries. \xe2\x9d\x8f Utilized different sales techniques to promote merchandise.  \xe2\x9d\x8f Developed highly personal customer focus knowledge.  \xe2\x9d\x8f Expert cashier. Completed cash transactions, sales and returns.   FedEx Office, Customer Service Specialist July 2010 - September 2013   \xe2\x9d\x8f Multi-tasking between shipping and print jobs.  \xe2\x9d\x8f Preparing and organizing all back office paperwork.  \xe2\x9d\x8f Took necessary controls regarding opening and closing the store.   Wilbur Wright College, Office Assistant January 2010 - May 2010   \xe2\x9d\x8f Answering all phone calls for Visual Performing arts department.  \xe2\x9d\x8f Designing programs, flyers, and tickets utilizing all microsoft  programs.  \xe2\x9d\x8f Assisting with office duties.   Education   Lakeview High School, 2005-2009 ILCA Honors Program Diploma (4yrs of Accounting Courses) Wilbur Wright College, 2014-2016 General Studies/Business  References are available on request   Open Availability",7404095526,10,admin/office
2825,0,"I will develop pwa or progressive web app development !! (chicago) Are you looking for Progressive Web App (PWA) development? You landed at the right place!     Progressive Web App or PWA is a technology that creates a middle ground between a website and a mobile app. They are installed on the phone like a normal app (web app) and can be accessed from the home screen. It is built using web technologies including HTML,CSS & JavaScript.     Why you should develop PWA for your website?  \xc2\xb7       Works Offline  \xc2\xb7       Works Like Mobile Application  \xc2\xb7       Mobile Hardware Access  \xc2\xb7       Launched from home screen and can receive a push notification  \xc2\xb7       Secured and cost effective  \xc2\xb7       One click installation (Independent from stores)     What you will get?  \xc2\xb7       A web app which can be installed on the home screen (One click installation)  \xc2\xb7       A web app that works offline as well  \xc2\xb7       Clean and professional UI  \xc2\xb7       Good User Experience  \xc2\xb7       SEO friendly and fast loading speed     Why you should choose me?  1.    Fast and reliable  2.    Delivery on time  3.    Standard coding practice  4.    100% customer satisfaction     If you have any queries regarding PWA, please feel free to contact me. I\'m Just a email away. I will do my best to resolve your query.",7394455413,6,skilled trades/artisan
2834,0,Seeking employment (South suburbs) Laborer looking for work Experience laborer Irrigation 3 years Nursery laborer 5 years Construction laborer 7 years,7399331447,1,general labor
2843,0,Professional Painter available. (Wheaton) interiors........exteriors.... residential......commercial... drywall repair....epoxy floors... excellent work.....references ...  . .      .,7394121405,6,skilled trades/artisan
2860,0,"Virtual Administrative Assistant-Payroll, Quickbooks, Human Resources (South Suburbs-Minooka) Virtual Administrative Services from my equipped home office, which I have been doing for the last 11 years. Very dependable and great references!  Objective A challenging career as a company administrator.  Skills *Goal oriented. *Exceptional written and oral communication abilities. *Proven leadership and managerial skills. *Able to complete many tasks   Experience  2000-2004 Office Manager/Customer Service,  *Daily invoicing *Daily AP/AR *Human Resources for 250+ employees *Payroll *Data entry of orders *Ordered/Managed Supplies  2004-2007 Office Manager/Medical Billing,  *Managed office employees *Managed patients\' accounts *Medical claims processing *QuickBooks/Data Entry *Marketing *Inventory  2007-Present Medical Billing,  *Maintain patient accounts *Daily billing of claims to insurance *Collect of claims *Monthly billing and collection reports  2010-Present Virtual Administrative Assistant *Invoicing *Date Entry *AP/AR *QuickBooks *Scheduling",7399944678,10,admin/office
2874,0,"VP of Business and Sales Development Sales, Business Development, and Management Consultant (Plans to Profits)   Are you a leader in your company struggling to win new business, recurring clients, and sales? Do you have a proven, scalable business development system in place to achieve sales consistently?  STOP...Read this if you want to pace your business on the right foot. There is a rhyme and reason to approaching your business the right way.   The key to success is to go through the following steps. It is the essence of significant business development and sales and how I approach working with clients. Develop your business and sales development strategy. Put your systems in place to automate  Run your systems, monitor, and optimize forever  Let\'s talk about how partnering with me will benefit your company. You will be leveraging the skills and knowledge of an expert with 19+ years of experience. You will be privy to my insights working with 450+ clients in over 10+ industries and niches. You will receive a living, breathing, integrated business, marketing, sales system - not all disconnected stuff you may have had in the past.  Growing your business is not a quick fix. It takes having a great product, knowing your target market, understanding your customer lifecycle, continually evolving, engaging, rinse and repeat. Those are just a few of the many ways to help take your company\'s marketing to the next level.  Now, for the types of clients I am looking for: Startups that want to begin the right way instead of wasting a lot of cash on wannabes and shotgun approaches Small businesses who are in need clarity and focus with a fantastic strategy and system. Companies are requiring achieving $1 million to $50 million in sales per year Committed businesses.  Full time or contract-based projects, I am not interested in commission only * Please get in touch with me ONLY if your company meets the specifications above.  It is critical to your business success to have winning concepts, clear plans, and actionable steps defined as launching or involved in any of the following. Brand-new venture Developing your business  Implementing sales teams, systems, and processes Releasing new products or services  Capital raising  For the last nineteen (19)+ years, I have worked effectively with founders and management teams of small to mid-size businesses to support them in accomplishing their objectives by creating a following. I have a proven track record in driving new and sustained business growth in expansion and startup environments.   Summary of my key accomplishments  Consulted with 200+ B2B SMB businesses, fortune 500 by leads generation systems Collaborated  with (2) software companies in  the USA, call center software (went public)  Built over $70+ million revenue stream by strategic outside-the-box thinking  Architect, recruiting of  250+ Independent sales offices nationwide for 100% commission sales  Launched 15+ marketing campaigns for leads generation through T.V., Radio, Internet, Direct Mails Implemented 160+ phone lines in the data center through live call transfers  Established a profitable 75+ seat call center to support sales and marketing teams Nationwide outside sales closing teams and prospecting Established sales support desk department to attain 95% client satisfaction vs. 30%  Successfully coordinated over 2 billion in investments.   Examples of companies that use my services are typically innovators & leaders in SaaS and Cloud Solutions I.T. Consulting and Services Business Intelligence & Analytics Enterprise Software and Services Data and Application Integration Software Engineering & Development Applications, Sites & Mobile Experiences User-Centered Design Software Managed I.T. Services   I.T. Outsourcing firms  Business process outsourcing Outside and Inside Sales Telecommunications Call Center  Digital services firms Subscription-based services  Medical Equipment  Construction Solar Professional Services  Real Estate  Practice Management Firms MMJ, HEMP  I have a unique and proven approach for accomplishing the following. I\'m focused, energetic & passionate about helping clients do great things. My subject matter expertise in information technology and management information systems focusing on sales and business development can help your company achieve bottom-line sales, results and generate profits for you, including some of the following.  Identifying new business opportunities Turning around stagnant sales Driving growth and profits Sales team building, hiring, training, monitoring, leading team efforts  Valuable partnership Practical business and sales models Strategic business plans Influential websites and digital presences Financial projections Pricing models Business development leads-generation planning  My deep knowledge about developing sales and sales operations Revenue generating leadership Sales automation and sales strategies, risk planning  Sales, customer acquisitions, and retention planning  processes Sales management and training Presentations, proof of concepts  Process-based sales and sales engineering Performance-based compensation  Procedures for building lasting relationships Tested and verified closing techniques  Specification of my subject matter expertise (Business Development)  Executing on initiatives to help client leaders succeed Implementing strategies and messaging to win new business and secure recurring business Uncovering prospect business challenges and identify relevant new business opportunities Communication, managing, tracking, and reporting on sales activities in sales tools of choice Revenue engineering Realistic revenue projections Replicating models and scaling I.P. for the next level of growth and exit Database marketing Demand generations Creating targeted prospect lists SMS, mobile, email, voice broadcasting Building lasting client relationships  Initiating conversations, demos, follow up and winning of new customers Reviewed and upgraded websites and marketing materials Cross-culture communications  Knowledge management, in-depth of products, industry trends, and competition  Implementation of Business Development, through tested and unique ways of implementing the following Web development and services Planned websites - logical flow, text, and art direction Creating dynamic websites/E-commerce platforms  Microsoft Teams, Dynamics, Sugar CRM, implementation, and ERP applications Google, AWS, private, hybrid cloud architect to cut costs dramatically Management Information Systems Data mining targeted prospect and leads lists by data engineering Analytics and reporting Databases, frameworks, applications, and platforms  MySql, Python, Postgres, and Apache Project management Agile, Lean Designed sales presentations and sales materials Directed product sales videos Composed radio and T.V. commercials Formed term sheets for mergers, acquisitions, funding  Expertise in Digital Strategies and planning for business development Internet media planning Strategy development and implementation Monitoring and analytics Accountability and internal policies Pay per click displays advertising & retargeting  Conversion optimization with technology integration  Content management systems Search engine optimization Targeted content creation  Google, Bing, and other S.E.\'s  Google Analytics, business intelligence  On and off-page optimization  Social media as a sales influencing platform Facebook, Twitter, Linkedin Accountability and internal policies Out, inbound Sales, Customer service Call Centers, Telecommunications Outbound prospecting through cold calling, warm calling, emailing, and content sharing Inbound lead handling, qualifying, and closing of phone, live chat, and email inquiries Auto-dialing, IVR, Power, Preview, Predictive VoIP, E1, T1, PRI, ISDN, Asterisk, FreePBX, GoAutodial Premises, Hosted, and Hybrid Outbound/Inbound call processes Call routing, queuing, monitoring, recording & reporting Call Center business flows Workforce Management Real-time view of agent status by floor plan Optimizing customer delivery by up-to-date information Call center operations and performance reviews Empowering agents to serve each customer better Performance measurement and efficiency gains in the contact center Remote call-center agents\' performance measures   Examples of my recent client win on behalf of firms I\'ve represented include First Solar  Solar panels Installation company Commercial construction EB5 Fundraising campaigns  Institutional franchise investment venture fund  USA Navy Texas Department of State Health Services,  University of Minnesota Dunlap Hospital Jostens Stafford School District  Motion Pictures & Television Fund,  US District Courts,  Broadview Networks  Twenty top digital + design agencies in Palo Alto, SF, LA, Seattle, Portland, Denver & Austin World\xe2\x80\x99s largest online retailer Leading mobile advertising platform, the top-ranked U.S. healthcare provider, the world largest mobile carrier,  World\'s largest managed cloud platform Award-winning medical device startup Influential political action organization,  Largest web-based fundraising firm in the U.S. Multinational global expo, event management  Education   Bachelor\xe2\x80\x99s Degree (B.A. Honors) Business Administration, Marketing Attended University I.T. Systems Engineering, Management Information systems  Please note I am not in straight commission sales. I am interested in companies that need strategic planning, marketing, and sales growth implementation. Please Contact via Craigslist  Place your email address in your reply for faster and direct communication -- Thank You!!  Regards  Sincerely Revenue Engineer  Managed sales and business development      #Digital #Software Development #IT Development #IT Outsourcing #Business Process Outsourcing #Telcom #Cloud #Software as a Service #Smart City Developments #SaaS and Cloud Solutions #I.T. Consulting and Services #Business Intelligence & Analytics #Enterprise Software and Services #Data and Application Integration #Software Engineering & Development #Applications, Sites & Mobile Experiences #User-Centered Design #Software #Managed I.T. Services #I.T. Outsourcing firms #Business process outsourcing #Outside and Inside Sales #Telecommunications #Call Center #Digital services firms #Subscription-based services #Medical Equipment #Construction #Solar #Professional Services #Real Estate #Practice Management Firms #MMJ, HEMP",7401869302,12,sales
2875,0,"Italian speaking  caregiver seek employment (Chicago IL,) ++++ read first before responding++++   Reliable, compassionate European female caregiver available Now for permanent employment as live-in or full time hourly caregiver. I am seeking Italian speaking patient. If you don\'t speak Italian then don\'t respond to this advertising.  I\'m a caregiver with several years of experience.  Please send details about patient and requirements include location to set up an appointment..  Letter of reference will be provided at the time of interview.    Thanks          Keywords: Hire direct, Italian speaking European female caregiver. Honest, compassionate, professional, reliable, experienced, local, seek seeking, job, work, employment. Provide in home senior care services for elderly seniors, Can assist you  in private residence or retirement center. Will accept position in north site Chicago, nearest suburbs Elmwood Park, Park Ridge, Niles, Norridge, Harwood Heights, Des plaines IL, Skokie.",7398083245,9,healthcare
2885,0,"Office Assistant (Zion) Seeking part time office assistant position 16 - 20 hours per week- preferably Mondays, Wednesdays and Fridays in the Waukegan/ Gurnee or Zion Area.  Able to assist with accounts receivables, collections and provide general office support as needed. Bi-lingual in English and Spanish.",7393592450,10,admin/office
2895,0,Class A CDL Driver With Sap Requirements looking for a job (Chicago Area) I recents received my Class A CDL and am looking for employment. I got my License with 160 Driving Academy. I currently have no experience. My school required me to take a drug test at the start of class which I failed. I had to go threw the SAP program which I finished earlier this year. Since then I have taken 2 drug test at DOT approved testing sites and passed both. I\xe2\x80\x99m just looking for a opportunity to use my license. You can call or text at anytime. Thank you,7393542836,3,transportation
2907,0,"Excellent Caring Caregiver Excellent, caring caregiver with years of experience available to help with all basic activities of daily living. Excellent references. Vaccinated. State certified. Drives.",7404330267,9,healthcare
2908,0,Painting maintenance job (Chicago) We do everything painting remodeling drywall installation patching sanding complete small to medium repairs remodeling and home improvement projects contact into self  independent contractor and cleaning service                                                            Plumbing.                                                                            Painting .                                                                             Trash removal .                                                                  Drywall hand power tools.  show contact info,7402662797,6,skilled trades/artisan
2910,0,Painting maintenance snow removal (Chicago) We do everything painting remodeling drywall installation patching sanding complete small to medium repairs remodeling and home improvement projects contact into self  independent contractor and cleaning service                                                            Plumbing.                                                                            Painting .                                                                             Trash removal .                                                                  Drywall hand power tools.  show contact info,7402879594,6,skilled trades/artisan
2911,0,"Drivers needed CDL A (Local) (north Lake) *26""Dry van  requires class b License * And Semi work requires CDL A *local *home daily *no weekends *paid weekly * (5 days) *2 yrs Experience * good driving record",7389861028,3,transportation
2912,0,Office or Virtual Assistant (Elgin) I\'m looking for a part time job from 830am to 130pm in Elgin...or a full time remote position.  I\'ve worked in banking and have held almost every position. Also worked as an office manager and am proficient in quickbooks and microsoft office.  I\'m a fast learner and willing to work hard. I\'m open to all offers as long as they pay well.  Only serious responses please.,7403240430,10,admin/office
2924,0,"Cleaner Helper (Streamwood) Get help cleaning and/organizing living spaces..garages..etc...And help with various miscellaneous jobs. No job too small...free estimates. Call or text for an immediate response. Thanks, Mike.",7398049227,1,general labor
2928,0,"Experienced Caregiver!!!! Speaks English and Polish I am a very experienced caregiver who speaks good English and Polish. I have worked as a caregiver, companion, nanny, and house keeper for 24 years for a single family! I have amazing references and am available for full time positions. This includes live in or come and go.   I am looking for a position as a companion or caregiver. Preferably no heavy lifting required and mobile clients.   Example of Duties may include: companionship, driving to and from doctor appointments, grocery shopping, bathing, cleaning, cooking, walking, and more.   I am also fully vaccinated against Covid-19.   Please feel free to email or call me with any questions!!!",7397806659,9,healthcare
2945,0,"Accounting/Bookkeeping (Northbrook) Full charge bookkeeper, QuickBooks, excel, etc. Seeking part-time position, 20-25 hours per week.  Have corporate, public education, high school and college experience. Property management, real estate.",7395837666,15,real estate
2957,0,"D's Cleaning Service (Chicago) Looking for cleaning jobs . General,commercial ,move-in & Move-out cleans, organizing ,packing & unpacking . Pet friendly . Your supplies or mines . 10+ years exp. Honest reliable & dependable . Flat rates or bye the hour . References upon request ! Please contact Donna M .Allow me to clean for you ! Cleaning is a passion of mines and I\'m good at it !",7395745168,1,general labor
2967,0,"I'm looking for a job in Chicago (chicago, west side) I have experience in cooking and industrial mechanics, I am 23 years old, I am a proactive person, with immediate availability",7399696462,1,general labor
